,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
3552,Dee Brown,74,202,Guard,121,85,29.2,3.1,7.2,0.429,2.2,4.9,0.457,0.9,2.3,0.429,1.6,2.1,0.755,1.6,0.7,0.0,8.6,0.5,2.1,2.1,1.4,1,0,0,1
3559,Derrick Brown,80,227,Forward,106,72,25.0,3.7,6.5,0.573,3.2,5.3,0.61,0.5,1.2,0.573,2.4,3.3,0.718,1.5,0.7,0.8,10.3,1.9,3.7,5.6,1.6,1,0,1,0
3560,Devin Brown,73,190,Guard,120,56,24.9,3.7,8.7,0.419,2.1,4.5,0.459,1.6,4.2,0.419,3.0,3.8,0.7959999999999999,1.2,0.6,0.0,11.9,0.3,1.7,2.1,1.9,1,0,0,1
3601,Jabari Brown,77,214,Guard,62,61,34.9,5.0,11.2,0.441,2.7,5.5,0.499,2.2,5.7,0.441,4.9,6.2,0.782,1.7,0.6,0.1,17.0,0.5,3.5,3.9,2.2,1,0,0,1
3615,Jaylen Brown,79,225,Forward,34,34,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3.0,0.431,4.2,6.4,0.654,2.0,0.8,0.6,14.6,1.1,4.3,5.4,3.1,1,0,1,0
3675,Lorenzo Brown,77,186,Guard,101,95,32.6,4.1,9.5,0.429,3.4,7.4,0.464,0.6,2.1,0.429,2.8,3.8,0.741,5.8,1.7,0.5,11.6,0.7,3.5,4.2,3.0,1,0,0,1
3684,Markel Brown,75,190,Guard,134,103,30.5,4.1,9.4,0.439,3.0,6.2,0.486,1.1,3.1,0.439,3.0,4.1,0.733,2.3,1.0,0.8,12.4,0.8,3.5,4.3,1.8,1,0,0,1
3733,Shannon Brown,76,205,Guard,97,89,28.0,4.3,9.4,0.457,3.2,6.3,0.503,1.1,3.1,0.457,2.5,3.0,0.831,1.9,1.3,0.1,12.2,1.0,2.4,3.4,2.0,1,0,0,1
3740,Sterling Brown,76,190,Guard,32,0,4.9,0.6,1.4,0.435,0.4,0.9,0.483,0.2,0.5,0.435,0.3,0.5,0.5329999999999999,0.4,0.1,0.0,1.7,0.3,0.4,0.8,0.3,1,0,0,1
3741,Sterling Brown,78,200,Guard,136,106,25.7,2.9,5.8,0.504,2.0,3.7,0.534,0.9,2.1,0.504,1.4,1.9,0.77,2.2,1.0,0.4,8.2,1.4,3.4,4.8,1.5,1,0,0,1
3877,Thomas Bryant,82,245,Center,69,69,25.3,4.4,7.5,0.5920000000000001,4.0,6.4,0.63,0.4,1.1,0.5920000000000001,3.0,4.1,0.718,1.2,0.6,1.2,12.2,2.1,4.1,6.2,2.0,1,1,0,0
3937,Chase Budinger,79,218,Forward,100,100,35.4,6.0,12.8,0.469,4.1,7.8,0.524,1.9,5.0,0.469,3.1,4.0,0.782,2.8,1.3,0.4,17.0,1.4,4.4,5.8,2.1,1,0,1,0
3980,Reggie Bullock,79,205,Guard,100,53,24.6,3.6,8.2,0.439,1.7,3.3,0.517,1.9,4.9,0.439,0.9,1.2,0.72,1.7,0.9,0.2,9.9,1.6,3.4,5.0,0.9,1,0,0,1
4054,Trey Burke,72,190,Guard,73,71,35.7,6.0,13.3,0.45,4.2,8.3,0.499,1.8,5.0,0.45,3.1,4.0,0.777,5.7,1.3,0.5,16.9,0.6,2.7,3.3,2.5,1,0,0,1
4058,Alec Burks,78,195,Guard,68,67,30.9,6.2,12.6,0.495,5.5,10.4,0.5329999999999999,0.7,2.2,0.495,5.9,7.3,0.804,2.4,1.1,0.4,19.0,2.2,3.6,5.8,2.3,1,0,0,1
4059,Antonio Burks,73,200,Guard,91,80,30.6,4.3,9.2,0.469,3.6,7.4,0.484,0.7,1.7,0.469,2.0,3.0,0.6729999999999999,5.4,1.9,0.2,11.3,0.5,2.1,2.6,2.3,1,0,0,1
4060,Antonio Burks,77,220,Forward,58,33,24.6,4.8,9.8,0.491,2.8,5.4,0.518,2.0,4.4,0.491,0.7,1.1,0.6890000000000001,1.2,0.5,0.1,12.3,1.4,2.6,4.0,1.1,1,0,1,0
4220,Caron Butler,79,217,Forward,63,62,34.5,6.4,13.8,0.465,5.7,11.9,0.482,0.7,1.9,0.465,4.5,5.9,0.768,3.0,2.1,0.3,18.0,3.3,4.3,7.6,2.7,1,0,1,0
4233,Jimmy Butler,79,220,Guard,106,69,29.6,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.508,4.3,5.6,0.773,1.7,1.1,0.5,12.0,2.3,3.1,5.5,1.0,1,0,0,1
4266,Dwight Buycks,75,190,Guard,68,40,26.0,2.9,6.4,0.443,2.1,4.2,0.486,0.8,2.2,0.443,1.2,1.7,0.687,2.8,1.1,0.0,7.7,0.8,2.3,3.0,2.0,1,0,0,1
4272,Derrick Byars,79,220,Guard,126,98,26.3,3.9,8.5,0.463,2.4,4.5,0.521,1.6,4.0,0.463,1.5,2.2,0.698,2.2,0.9,0.2,11.0,1.2,2.5,3.7,1.9,1,0,0,1
4294,Will Bynum,72,185,Guard,101,37,21.8,3.1,8.1,0.385,1.9,4.2,0.453,1.2,3.9,0.385,2.0,2.7,0.7390000000000001,2.1,0.9,0.0,9.4,0.5,1.7,2.1,2.0,1,0,0,1
4295,Will Bynum,75,180,Guard,57,57,29.7,3.6,8.0,0.452,3.5,7.3,0.475,0.1,0.7,0.452,2.6,4.1,0.624,2.3,2.0,0.4,9.9,0.7,3.1,3.8,2.2,1,0,0,1
4368,Nick Calathes,78,194,Guard,72,71,33.0,5.3,11.6,0.455,3.5,6.8,0.507,1.8,4.8,0.455,3.9,5.4,0.715,6.3,1.8,0.1,16.3,1.0,4.3,5.3,3.1,1,0,0,1
4390,Kentavious Caldwell-Pope,77,205,Guard,64,60,33.0,5.3,12.7,0.415,3.0,5.9,0.504,2.3,6.9,0.415,2.9,3.9,0.752,1.5,1.9,0.4,15.8,1.3,4.8,6.1,1.6,1,0,0,1
4520,Isaiah Canaan,73,195,Guard,132,83,29.4,4.8,10.7,0.45,2.5,5.2,0.483,2.3,5.5,0.45,3.6,4.5,0.8029999999999999,2.9,1.2,0.1,15.5,0.6,2.2,2.8,2.4,1,0,0,1
4579,Derrick Caracter,81,275,Forward,79,36,19.7,4.0,7.1,0.563,3.9,6.9,0.57,0.1,0.2,0.563,2.2,3.6,0.628,0.6,0.7,0.8,10.3,2.4,3.2,5.6,2.2,1,0,1,0
4632,Rodney Carney,79,205,Forward,133,101,27.6,5.0,11.9,0.415,2.8,6.0,0.468,2.2,6.0,0.415,2.2,3.1,0.7170000000000001,1.2,1.0,1.0,14.3,1.5,3.4,4.9,1.4,1,0,1,0
4683,DeMarre Carroll,80,225,Forward,134,89,24.5,4.5,8.4,0.535,4.3,7.6,0.5589999999999999,0.2,0.7,0.535,2.1,3.5,0.603,1.6,1.1,0.4,11.2,2.4,3.6,6.0,1.3,1,0,1,0
4688,Matt Carroll,80,241,Forward,85,2,7.3,0.4,0.9,0.5,0.4,0.8,0.507,0.0,0.0,0.5,0.2,0.4,0.394,0.2,0.2,0.1,1.0,0.5,0.8,1.3,0.5,1,0,1,0
4774,Maurice Carter,71,185,Guard,115,62,30.1,4.1,10.2,0.4,2.2,4.8,0.459,1.9,5.4,0.4,3.0,4.1,0.741,2.6,0.9,0.1,13.1,0.4,2.6,3.1,2.1,1,0,0,1
4819,Michael Carter-Williams,78,185,Guard,66,40,25.4,2.7,6.8,0.398,2.1,4.8,0.438,0.6,2.1,0.398,2.2,3.2,0.679,5.2,2.0,0.4,8.2,0.9,2.7,3.6,2.3,1,0,0,1
4828,Alex Caruso,77,183,Guard,137,120,28.7,2.8,6.1,0.455,2.1,4.2,0.509,0.7,2.0,0.455,1.7,2.5,0.685,4.7,2.0,0.4,8.0,0.8,3.0,3.7,2.5,1,0,0,1
4903,Willie Cauley-Stein,84,240,Forward,105,70,24.5,3.3,5.6,0.593,3.3,5.6,0.593,0.0,0.0,0.593,1.4,2.8,0.508,0.9,1.1,2.2,8.0,2.4,3.9,6.2,1.2,1,0,1,0
4910,Tyler Cavanaugh,81,235,Forward,137,101,25.6,4.0,8.9,0.446,2.8,5.9,0.485,1.1,3.0,0.446,3.5,4.3,0.82,1.1,0.4,0.3,12.6,1.6,4.1,5.7,1.9,1,0,1,0
4948,Lionel Chalmers,72,180,Guard,123,99,31.7,4.2,9.8,0.425,2.3,4.7,0.483,1.9,5.1,0.425,2.4,3.4,0.716,3.3,1.3,0.1,12.7,0.5,2.4,2.9,2.7,1,0,0,1
4949,Mario Chalmers,73,190,Guard,110,96,28.5,4.0,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.486,2.5,3.2,0.767,3.8,2.6,0.4,12.2,0.3,2.5,2.8,2.4,1,0,0,1
4992,Wilson Chandler,80,220,Forward,59,52,31.1,5.1,11.4,0.445,4.3,8.8,0.487,0.8,2.6,0.445,2.0,3.0,0.659,1.2,0.7,1.5,12.9,1.9,5.2,7.1,1.8,1,0,1,0
5124,Will Cherry,73,177,Guard,116,104,30.7,4.2,9.8,0.43,3.3,6.8,0.495,0.9,3.1,0.43,3.5,4.9,0.718,3.4,2.3,0.3,12.8,0.6,3.0,3.6,2.4,1,0,0,1
5147,Josh Childress,80,210,Forward,86,57,28.6,4.5,10.2,0.438,3.3,6.6,0.494,1.2,3.6,0.438,2.2,2.8,0.755,1.8,0.9,1.1,12.3,1.9,4.9,6.8,1.7,1,0,1,0
5193,Marquese Chriss,81,225,Forward,34,34,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.53,2.6,3.8,0.682,0.8,0.9,1.6,13.7,2.5,2.9,5.4,2.0,1,0,1,0
5213,Dionte Christmas,78,205,Guard,130,98,29.6,5.0,11.8,0.426,2.6,5.0,0.516,2.5,6.8,0.426,3.2,4.2,0.778,2.0,1.2,0.2,15.7,1.0,3.4,4.4,2.2,1,0,0,1
5215,Rakeem Christmas,81,250,Forward,142,140,22.0,2.9,5.1,0.56,2.9,5.1,0.56,0.0,0.0,0.56,1.6,2.4,0.6809999999999999,0.6,0.5,1.7,7.4,2.0,3.3,5.3,1.1,1,0,1,0
5218,Semaj Christon,75,190,Guard,64,63,34.8,5.7,12.3,0.462,5.3,11.1,0.476,0.4,1.2,0.462,4.4,6.6,0.67,4.4,1.4,0.2,16.2,0.3,2.5,2.8,3.1,1,0,0,1
5219,Patrick Christopher,77,220,Guard,134,114,30.8,4.8,10.6,0.45,3.5,7.0,0.505,1.2,3.6,0.45,1.9,2.4,0.816,1.8,0.8,0.1,12.7,1.2,2.7,3.8,1.5,1,0,0,1
5304,Earl Clark,81,225,Forward,104,63,26.7,4.0,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.467,2.0,3.2,0.64,1.7,0.9,1.2,10.6,2.1,4.9,7.0,2.1,1,0,1,0
5308,Ian Clark,75,175,Guard,133,131,28.7,5.1,10.6,0.484,2.6,4.6,0.563,2.6,6.0,0.484,1.6,2.0,0.81,2.2,1.2,0.2,14.4,0.5,2.4,2.9,2.1,1,0,0,1
5363,Coty Clarke,79,232,Forward,65,43,21.3,2.8,5.9,0.469,2.3,4.8,0.476,0.5,1.2,0.469,2.5,3.2,0.777,1.8,1.5,0.6,8.6,1.8,3.6,5.4,1.3,1,0,1,0
5377,Jordan Clarkson,77,193,Guard,93,75,31.7,5.1,11.6,0.44,4.1,8.4,0.485,1.0,3.2,0.44,4.2,5.2,0.805,2.7,0.9,0.3,15.4,0.8,2.5,3.3,2.7,1,0,0,1
5381,Gian Clavell,76,185,Guard,70,39,31.0,5.0,11.9,0.418,2.9,6.0,0.473,2.1,5.9,0.418,3.1,4.4,0.698,1.7,1.3,0.6,15.2,0.9,4.2,5.2,1.6,1,0,0,1
5439,Antonius Cleveland,78,175,Guard,121,108,28.8,4.8,9.8,0.494,4.3,8.0,0.54,0.5,1.8,0.494,2.7,4.4,0.612,2.0,1.3,0.6,12.9,1.4,3.3,4.7,1.9,1,0,0,1
5589,Norris Cole,74,170,Guard,140,106,29.4,4.8,11.1,0.435,3.8,8.0,0.48,1.0,3.1,0.435,3.5,4.2,0.826,3.3,1.5,0.1,14.1,0.6,2.5,3.2,2.0,1,0,0,1
5730,John Collins,82,218,Forward,64,34,20.7,4.9,8.2,0.601,4.9,8.2,0.602,0.0,0.0,0.601,3.6,4.9,0.7290000000000001,0.4,0.5,1.2,13.4,2.8,4.2,7.0,1.4,1,0,1,0
5736,Mardy Collins,78,220,Guard,125,124,37.5,5.7,14.4,0.399,4.3,9.4,0.457,1.5,5.0,0.399,2.4,3.9,0.624,3.2,2.3,0.2,15.4,1.2,3.3,4.6,2.0,1,0,0,1
5742,Sherron Collins,71,205,Guard,143,77,28.5,4.6,10.3,0.444,3.0,6.0,0.4920000000000001,1.6,4.3,0.444,2.4,3.0,0.8079999999999999,3.9,1.0,0.0,13.2,0.4,2.0,2.4,2.3,1,0,0,1
5746,Zach Collins,84,230,Forward,39,0,17.3,3.5,5.3,0.652,3.2,4.8,0.672,0.3,0.5,0.652,2.8,3.8,0.743,0.4,0.5,1.8,10.0,1.7,4.2,5.9,1.5,1,0,1,0
5748,Kyle Collinsworth,78,210,Guard,140,128,30.9,4.4,9.2,0.477,4.2,8.5,0.495,0.2,0.8,0.477,3.2,4.9,0.642,5.0,1.6,0.4,12.2,2.2,5.3,7.5,2.6,1,0,0,1
5749,Darren Collison,73,160,Guard,142,104,29.2,4.0,8.3,0.475,2.8,5.7,0.494,1.2,2.7,0.475,2.5,2.9,0.851,4.1,1.6,0.1,11.5,0.4,1.8,2.3,2.4,1,0,0,1
5807,Mike Conley,73,180,Guard,39,39,31.6,4.1,7.9,0.518,3.6,6.2,0.579,0.5,1.8,0.518,2.6,3.7,0.6940000000000001,6.1,2.2,0.3,11.3,0.7,2.7,3.4,2.2,1,0,0,1
5811,Pat Connaughton,77,218,Guard,139,123,32.3,3.7,8.2,0.45,1.8,3.2,0.5489999999999999,1.9,5.0,0.45,1.2,1.5,0.777,1.8,0.7,0.5,10.5,1.0,4.9,5.9,1.0,1,0,0,1
5833,Will Conroy,74,195,Guard,121,91,25.0,3.0,6.8,0.445,2.1,4.1,0.518,0.9,2.6,0.445,2.3,3.2,0.73,4.3,0.9,0.0,9.2,0.9,1.9,2.8,2.6,1,0,0,1
5855,Daequan Cook,77,205,Guard,39,1,19.7,3.6,8.1,0.445,2.2,4.8,0.465,1.4,3.3,0.445,1.2,1.7,0.6970000000000001,1.0,0.7,0.3,9.8,0.7,3.6,4.3,1.4,1,0,0,1
5873,Omar Cook,73,190,Guard,29,29,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.36,3.3,4.4,0.742,8.7,2.3,0.2,15.3,0.6,2.4,3.0,5.1,1,0,0,1
5875,Quinn Cook,74,185,Guard,143,99,28.2,3.7,8.6,0.4320000000000001,2.1,4.2,0.4920000000000001,1.7,4.4,0.4320000000000001,1.9,2.2,0.853,3.6,1.1,0.1,11.0,0.4,2.3,2.7,1.4,1,0,0,1
5884,Charles Cooke,77,192,Guard,123,97,30.3,4.1,9.5,0.434,2.8,5.9,0.475,1.3,3.5,0.434,3.2,4.6,0.7020000000000001,1.8,1.1,0.8,12.8,1.1,3.5,4.7,1.7,1,0,0,1
5898,Jack Cooley,81,246,Forward,123,66,19.8,3.2,5.3,0.601,3.2,5.3,0.601,0.0,0.0,0.601,1.9,2.8,0.6629999999999999,0.5,0.4,0.9,8.3,2.8,3.6,6.4,0.9,1,0,1,0
5955,Chris Copeland,80,235,Forward,113,42,17.0,2.5,5.9,0.431,1.5,3.0,0.4970000000000001,1.0,2.9,0.431,1.4,2.0,0.701,1.0,0.4,0.8,7.5,1.2,2.6,3.8,1.2,1,0,1,0
6033,Matt Costello,81,245,Forward,138,62,16.5,2.4,4.2,0.5670000000000001,2.3,4.1,0.5760000000000001,0.0,0.1,0.5670000000000001,1.3,1.8,0.713,0.8,0.4,1.1,6.0,1.7,2.9,4.7,0.7,1,0,1,0
6050,Bryce Cotton,73,165,Guard,130,99,33.2,4.7,11.2,0.421,2.7,5.5,0.482,2.0,5.7,0.421,3.7,4.5,0.838,3.0,0.9,0.1,15.2,0.5,2.3,2.8,1.5,1,0,0,1
6091,Marcus Cousin,83,250,Center,106,45,17.3,1.9,3.8,0.483,1.9,3.8,0.484,0.0,0.0,0.483,1.5,2.0,0.745,0.3,0.3,1.0,5.2,1.7,3.1,4.7,0.6,1,1,0,0
6092,DeMarcus Cousins,83,270,Forward,38,37,23.5,5.4,9.7,0.5579999999999999,5.4,9.6,0.565,0.0,0.2,0.5579999999999999,4.3,7.1,0.604,1.0,1.0,1.8,15.1,4.1,5.8,9.8,2.1,1,0,1,0
6106,Robert Covington,81,215,Forward,118,111,30.0,5.3,11.1,0.476,3.7,7.4,0.502,1.5,3.7,0.476,2.7,3.4,0.802,1.2,1.5,1.3,14.8,2.6,4.8,7.4,2.3,1,0,1,0
6146,Allen Crabbe,78,210,Guard,98,97,34.7,5.4,12.2,0.446,3.3,6.6,0.5,2.1,5.6,0.446,2.7,3.3,0.8190000000000001,2.2,0.9,0.6,15.7,0.9,4.8,5.7,1.9,1,0,0,1
6167,Torrey Craig,78,215,Forward,131,124,31.0,5.7,13.8,0.413,3.4,6.9,0.495,2.3,6.9,0.413,2.6,3.8,0.6709999999999999,1.8,1.1,0.8,16.2,2.1,5.1,7.2,2.6,1,0,1,0
6211,Joe Crawford,77,210,Guard,127,76,25.3,4.0,9.2,0.438,2.6,5.0,0.512,1.5,4.2,0.438,1.8,2.6,0.7020000000000001,1.5,0.5,0.2,11.3,1.2,2.2,3.4,1.6,1,0,0,1
6212,Jordan Crawford,76,195,Guard,65,42,29.3,5.6,12.4,0.455,4.0,8.0,0.494,1.7,4.4,0.455,2.6,3.3,0.765,2.6,1.2,0.2,15.5,1.0,3.1,4.1,2.2,1,0,0,1
6268,Javaris Crittenton,77,200,Guard,32,31,31.3,4.9,11.0,0.45,3.8,7.8,0.488,1.1,3.2,0.45,3.4,4.3,0.7829999999999999,5.8,2.0,0.1,14.4,0.9,2.8,3.7,3.9,1,0,0,1
6315,Jae Crowder,78,235,Forward,72,52,30.2,5.2,10.6,0.4920000000000001,3.8,6.5,0.581,1.4,4.1,0.4920000000000001,2.7,4.0,0.6829999999999999,1.8,1.9,0.9,14.6,2.1,5.4,7.6,1.0,1,0,1,0
6414,Dante Cunningham,81,230,Forward,139,104,27.2,3.7,7.1,0.524,3.7,7.0,0.525,0.0,0.0,0.524,2.2,3.2,0.693,1.0,1.2,0.8,9.6,2.5,3.4,5.9,1.8,1,0,1,0
6416,Jared Cunningham,81,235,Forward,33,12,14.8,1.8,4.9,0.377,1.1,2.6,0.419,0.8,2.3,0.377,0.7,1.0,0.75,0.4,0.4,0.4,5.2,0.7,1.9,2.6,0.7,1,0,1,0
6417,Jared Cunningham,76,194,Guard,98,83,27.9,3.9,8.5,0.455,3.0,6.0,0.501,0.9,2.5,0.455,4.4,5.8,0.754,2.0,2.2,0.2,13.0,0.9,2.1,3.0,2.6,1,0,0,1
6454,JamesOn Curry,75,190,Guard,101,83,32.0,4.7,10.7,0.4370000000000001,2.7,5.9,0.464,2.0,4.8,0.4370000000000001,2.2,2.9,0.758,3.5,1.0,0.2,13.5,0.5,2.4,2.9,2.8,1,0,0,1
6461,Seth Curry,74,185,Guard,141,120,30.9,4.8,11.2,0.431,2.5,5.4,0.472,2.3,5.9,0.431,2.9,3.5,0.8270000000000001,2.1,1.2,0.2,14.9,0.6,2.2,2.8,1.6,1,0,0,1
6463,Stephen Curry,75,185,Guard,104,103,32.6,8.4,17.9,0.467,4.4,8.3,0.53,4.0,9.7,0.467,4.6,5.3,0.8759999999999999,3.7,2.1,0.3,25.3,0.8,3.8,4.5,3.0,1,0,0,1
6616,Erik Daniels,80,214,Forward,127,61,20.5,3.5,6.3,0.5589999999999999,3.4,5.7,0.59,0.1,0.6,0.5589999999999999,1.1,1.8,0.611,1.8,0.7,0.3,8.3,1.6,2.5,4.1,1.3,1,0,1,0
6632,Troy Daniels,76,200,Guard,125,57,16.9,2.4,6.1,0.389,0.4,0.9,0.404,2.0,5.2,0.389,0.5,0.7,0.782,0.4,0.6,0.1,7.3,0.5,1.6,2.1,0.6,1,0,0,1
6708,Jermareo Davidson,82,230,Forward,126,121,28.7,3.8,8.1,0.467,3.7,7.9,0.471,0.0,0.2,0.467,2.5,3.5,0.7170000000000001,1.0,0.5,1.8,10.1,2.2,5.1,7.3,1.5,1,0,1,0
6713,Brandon Davies,81,235,Forward,135,98,24.1,4.5,8.6,0.522,4.5,8.5,0.525,0.0,0.1,0.522,3.4,5.1,0.66,1.6,1.0,0.9,12.4,1.8,4.4,6.2,2.1,1,0,1,0
6722,Anthony Davis,74,205,Guard,124,115,30.1,4.9,11.6,0.42,3.7,8.0,0.47,1.1,3.6,0.42,2.4,3.3,0.728,2.3,1.6,0.3,13.3,1.4,3.0,4.4,2.0,1,0,0,1
6723,Anthony Davis,77,235,Guard,36,11,13.5,1.1,3.2,0.328,0.7,1.8,0.385,0.4,1.4,0.328,1.2,1.7,0.6940000000000001,0.6,0.4,0.1,3.7,0.7,1.4,2.1,1.0,1,0,0,1
6724,Anthony Davis,75,190,Guard,27,1,13.9,0.9,3.0,0.28,0.6,1.6,0.341,0.3,1.4,0.28,0.5,0.8,0.636,0.9,0.3,0.1,2.5,0.5,0.7,1.2,1.5,1,0,0,1
6725,Anthony Davis,82,220,Forward,40,40,32.0,5.3,8.4,0.623,5.2,7.9,0.653,0.1,0.5,0.623,3.6,5.1,0.7090000000000001,1.3,1.4,4.7,14.2,3.0,7.4,10.4,1.0,1,0,1,0
6778,Deyonta Davis,82,245,Forward,35,16,18.6,3.4,5.7,0.598,3.4,5.7,0.598,0.0,0.0,0.598,0.7,1.1,0.605,0.7,0.3,1.8,7.5,2.1,3.4,5.5,0.9,1,0,1,0
6785,Ed Davis,82,225,Forward,61,25,22.2,3.4,6.3,0.5479999999999999,3.4,6.3,0.5479999999999999,0.0,0.0,0.5479999999999999,2.3,3.7,0.623,0.7,0.4,2.1,9.2,2.4,5.3,7.7,1.4,1,0,1,0
6799,Glen Davis,81,289,Forward,95,92,32.0,6.0,12.0,0.496,5.7,11.1,0.51,0.3,0.9,0.496,4.5,6.5,0.6940000000000001,1.5,1.1,1.2,16.7,3.8,5.8,9.6,2.4,1,0,1,0
6839,Josh Davis,76,190,Guard,123,92,24.8,2.8,6.7,0.42,0.9,1.6,0.595,1.9,5.1,0.42,1.2,1.5,0.8,1.1,0.7,0.1,8.7,0.6,2.3,2.9,1.1,1,0,0,1
6840,Josh Davis,77,205,Guard,114,55,22.1,2.0,5.2,0.386,1.6,3.9,0.405,0.4,1.3,0.386,1.1,1.8,0.624,1.5,1.0,0.1,5.5,1.0,1.9,3.0,1.4,1,0,0,1
6841,Josh Davis,80,215,Forward,43,3,8.2,0.6,1.2,0.529,0.6,1.1,0.563,0.0,0.1,0.529,0.2,0.4,0.389,0.6,0.1,0.3,1.4,0.6,1.4,2.0,0.6,1,0,1,0
6842,Josh Davis,80,215,Forward,131,102,28.1,3.6,7.9,0.46,3.5,7.7,0.463,0.1,0.2,0.46,2.6,4.3,0.612,1.3,0.8,0.7,10.0,3.0,5.1,8.1,1.7,1,0,1,0
6843,Josh Davis,77,200,Guard,116,63,19.8,2.5,5.9,0.42,1.7,3.3,0.517,0.8,2.6,0.42,1.2,1.9,0.635,1.0,0.7,0.3,7.0,1.0,2.8,3.8,1.5,1,0,0,1
6900,Paul Davis,83,270,Center,130,97,25.8,4.7,8.8,0.5379999999999999,4.6,8.4,0.5489999999999999,0.1,0.4,0.5379999999999999,3.7,4.8,0.763,1.4,1.1,0.7,13.2,2.1,4.9,7.0,2.1,1,1,0,0
6963,Andre Dawkins,77,215,Guard,142,25,17.4,2.3,5.4,0.433,0.7,1.4,0.508,1.6,4.0,0.433,0.9,1.1,0.769,0.5,0.4,0.1,7.1,0.2,1.4,1.6,0.6,1,0,0,1
6974,Branden Dawson,78,225,Guard,130,122,26.6,4.4,7.8,0.5589999999999999,4.4,7.7,0.564,0.0,0.1,0.5589999999999999,1.4,2.4,0.5579999999999999,1.4,1.3,1.1,10.1,2.5,4.4,6.9,1.7,1,0,0,1
6998,Austin Daye,83,200,Forward,67,34,22.5,4.1,8.6,0.477,3.2,6.4,0.495,0.9,2.2,0.477,2.5,3.1,0.79,1.0,0.7,1.9,11.6,0.9,4.9,5.8,1.9,1,0,1,0
7062,Dewayne Dedmon,84,255,Forward,51,49,22.7,3.0,5.8,0.52,3.0,5.7,0.528,0.0,0.1,0.52,1.1,1.7,0.614,0.5,0.9,1.7,7.1,2.3,4.0,6.4,1.5,1,0,1,0
7084,Bryce Dejean-Jones,78,210,Guard,117,85,24.7,3.8,8.8,0.429,2.7,5.7,0.478,1.0,3.1,0.429,2.3,3.3,0.684,2.3,0.9,0.2,10.8,1.0,3.0,4.0,1.8,1,0,0,1
7090,Sam Dekker,81,230,Forward,113,81,27.9,4.4,9.0,0.493,3.2,5.3,0.591,1.3,3.6,0.493,2.0,2.8,0.695,1.3,0.6,0.5,12.1,1.6,3.4,5.0,1.0,1,0,1,0
7102,Malcolm Delaney,75,190,Guard,136,125,34.5,4.7,11.7,0.401,2.7,6.3,0.4320000000000001,1.9,5.3,0.401,5.3,6.3,0.845,4.0,1.3,0.2,16.6,0.8,2.7,3.5,2.8,1,0,0,1
7119,Matthew Dellavedova,76,190,Guard,136,132,36.4,4.3,10.5,0.415,2.2,4.9,0.456,2.1,5.6,0.415,3.4,4.0,0.86,5.6,1.1,0.1,14.2,0.8,2.6,3.4,2.5,1,0,0,1
7160,Luol Deng,80,220,Forward,37,32,31.1,5.7,11.9,0.476,4.6,8.9,0.515,1.1,3.0,0.476,2.6,3.7,0.71,1.8,1.3,1.1,15.1,2.2,4.7,6.9,2.2,1,0,1,0
7190,Justin Dentmon,71,185,Guard,133,102,27.3,3.4,8.0,0.428,2.4,5.2,0.471,1.0,2.9,0.428,2.8,3.6,0.789,3.0,1.4,0.1,10.7,1.0,2.1,3.2,2.3,1,0,0,1
7203,DeMar DeRozan,79,220,Forward,35,35,33.4,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1.0,0.523,2.7,4.2,0.6459999999999999,1.5,0.9,0.4,13.9,2.4,3.3,5.7,2.1,1,0,1,0
7287,Cheick Diallo,81,218,Forward,27,1,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0.0,0.0,0.569,0.6,1.0,0.556,0.0,0.3,0.9,3.0,0.6,1.9,2.5,0.6,1,0,1,0
7315,Yakhouba Diawara,79,225,Forward,45,40,32.5,5.4,11.9,0.456,4.7,9.7,0.482,0.8,2.2,0.456,3.8,5.9,0.65,1.0,0.8,0.1,15.5,3.0,3.0,6.0,1.9,1,0,1,0
7322,Guillermo Diaz,74,192,Guard,93,81,32.6,5.5,12.4,0.448,3.7,7.5,0.493,1.9,4.9,0.448,2.9,3.9,0.74,2.6,1.3,0.3,15.9,0.9,2.5,3.4,2.1,1,0,0,1
7377,Travis Diener,73,175,Guard,120,89,31.4,4.3,10.2,0.416,1.9,4.5,0.42,2.4,5.7,0.416,3.2,3.8,0.8370000000000001,5.1,1.3,0.1,14.1,0.5,2.6,3.1,1.9,1,0,0,1
7380,Gorgui Dieng,83,245,Center,102,81,27.3,3.3,6.1,0.545,3.3,6.0,0.546,0.0,0.0,0.545,1.7,2.7,0.64,1.2,1.0,2.6,8.3,3.0,4.9,7.9,1.6,1,1,0,0
